id,education_level,country,university,program,ranking,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
863,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Applied Physics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
864,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Biological Sciences,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
865,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Biomedical Engineering,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
866,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Biotechnology,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
867,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Chemical Biology,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
868,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Chemistry,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
869,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Mathematics and Physics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
870,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Physics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
871,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Pure and Applied Mathematics,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
872,bakalavriat,Çin Xalq Respublikası,University of Electronic Science and Technology of China,Biomedical Engineering,451,5.3,5.0,8.2,99.1,3.2,2.5,73.3,7.2,2.3,26.5
873,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Biochemistry,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
874,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Biological Sciences,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
875,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Biomedical Engineering,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
876,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Chemistry,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
877,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Mathematics,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
878,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Molecular Biology and Biotechnology,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
879,bakalavriat,Çin Xalq Respublikası,University of Hong Kong,Physics,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
880,bakalavriat,Çin Xalq Respublikası,University of Science and Technology of China,Mathematics,133,50.0,23.7,94.7,97.7,11.6,5.1,75.7,31.9,11.9,54.1
881,bakalavriat,Çin Xalq Respublikası,Zhejiang University,Chemistry,47,75.3,95.4,54.7,99.5,95.0,15.9,91.8,55.5,30.7,77.1
882,bakalavriat,Çin Xalq Respublikası,Zhejiang University,Mathematics and Applied Mathematics,47,75.3,95.4,54.7,99.5,95.0,15.9,91.8,55.5,30.7,77.1
883,bakalavriat,Çin Xalq Respublikası,Zhejiang University,Physics,47,75.3,95.4,54.7,99.5,95.0,15.9,91.8,55.5,30.7,77.1
884,bakalavriat,İrlandiya Respublikası,Dublin City University,Applied Physics,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
885,bakalavriat,İrlandiya Respublikası,Dublin City University,Biological Sciences General Entry,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
886,bakalavriat,İrlandiya Respublikası,Dublin City University,Biomedical Engineering,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
887,bakalavriat,İrlandiya Respublikası,Dublin City University,Bioprocessing,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
888,bakalavriat,İrlandiya Respublikası,Dublin City University,Biotechnology,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
889,bakalavriat,İrlandiya Respublikası,Dublin City University,Chemical and Pharmaceutical Sciences,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
890,bakalavriat,İrlandiya Respublikası,Dublin City University,Chemical Sciences General Entry,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
891,bakalavriat,İrlandiya Respublikası,Dublin City University,Chemistry with Artificial Intelligence,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
892,bakalavriat,İrlandiya Respublikası,Dublin City University,Genetics and Cell Biology,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
893,bakalavriat,İrlandiya Respublikası,Dublin City University,Physics General Entry,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
894,bakalavriat,İrlandiya Respublikası,Dublin City University,Physics with Biomedical Sciences,421,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,28.3
895,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Biochemistry: Biological and Biomedical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
896,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Biological and Biomedical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
897,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Biomedical Engineering,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
898,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Chemical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
899,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Chemistry with Biosciences: Chemical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
900,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Chemistry with Molecular Modelling: Chemical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
901,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Chemistry: Chemical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
902,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Mathematics,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
903,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Nanoscience: Chemical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
904,bakalavriat,İrlandiya Respublikası,Trinity College Dublin,Nanoscience: Physical Sciences,87,69.5,47.4,20.2,58.4,99.3,88.0,91.3,88.6,57.7,62.9
905,bakalavriat,İrlandiya Respublikası,University College Cork,Biochemistry,273,30.1,35.1,22.1,28.5,89.0,52.1,69.1,34.0,91.0,38.3
906,bakalavriat,İrlandiya Respublikası,University College Cork,Biotechnology,273,30.1,35.1,22.1,28.5,89.0,52.1,69.1,34.0,91.0,38.3
907,bakalavriat,İrlandiya Respublikası,University College Cork,Microbiology,273,30.1,35.1,22.1,28.5,89.0,52.1,69.1,34.0,91.0,38.3
908,bakalavriat,İrlandiya Respublikası,University College Cork,Physics,273,30.1,35.1,22.1,28.5,89.0,52.1,69.1,34.0,91.0,38.3
909,bakalavriat,İrlandiya Respublikası,University College Dublin,Biomedical Engineering,126,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,95.6,55
910,bakalavriat,İrlandiya Respublikası,University College Dublin,"Science: Biological, Biomedical and Biomolecular Sciences",126,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,95.6,55
911,bakalavriat,İrlandiya Respublikası,University College Dublin,Science: Chemistry (includes Medicinal/Sustainable),126,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,95.6,55
912,bakalavriat,İrlandiya Respublikası,University College Dublin,Science: Physics (includes Theoretical/Astronomy and Space Science),126,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,95.6,55
913,bakalavriat,İrlandiya Respublikası,University of Galway,Biomedical Engineering,273,26.2,30.3,63.2,13.2,95.2,43.2,81.3,46.6,85.9,38.3
914,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Biochemistry,,,,,,,,,,,
915,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Biology,,,,,,,,,,,
916,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Biomedical Engineering,,,,,,,,,,,
917,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Environmental Sciences and Geography and Land Management,,,,,,,,,,,
918,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Math,,,,,,,,,,,
919,bakalavriat,İspaniya Krallığı,Autonomous University of Madrid,Physics,,,,,,,,,,,
920,bakalavriat,İspaniya Krallığı,Pompeu Fabra University,Biomedical Engineering,,,,,,,,,,,
921,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Biochemistry,,,,,,,,,,,
922,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Biology,,,,,,,,,,,
923,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Biomedical,,,,,,,,,,,
924,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Chemistry,,,,,,,,,,,
925,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Genetics,,,,,,,,,,,
926,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Geology,,,,,,,,,,,
927,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Mathematics,,,,,,,,,,,
928,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Microbiology,,,,,,,,,,,
929,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Nanoscience and Nanotechnology,,,,,,,,,,,
930,bakalavriat,İspaniya Krallığı,Universitat Autònoma de Barcelona (UAB),Physics,,,,,,,,,,,
931,bakalavriat,İspaniya Krallığı,University of Barcelona,Biochemistry,,,,,,,,,,,
932,bakalavriat,İspaniya Krallığı,University of Barcelona,Biology,,,,,,,,,,,
933,bakalavriat,İspaniya Krallığı,University of Barcelona,Biomedical Engineering,,,,,,,,,,,
934,bakalavriat,İspaniya Krallığı,University of Barcelona,Biotechnology,,,,,,,,,,,
935,bakalavriat,İspaniya Krallığı,University of Barcelona,Chemistry,,,,,,,,,,,
936,bakalavriat,İspaniya Krallığı,University of Barcelona,Geology,,,,,,,,,,,
937,bakalavriat,İspaniya Krallığı,University of Barcelona,Mathematics,,,,,,,,,,,
938,bakalavriat,İspaniya Krallığı,University of Barcelona,Physics,,,,,,,,,,,
939,bakalavriat,İspaniya Krallığı,University of Navarra,Biomedical Engineering,249,30.6,68.0,49.6,14.7,24.8,73.8,63.6,75.8,42.3,40.7
940,bakalavriat,İspaniya Krallığı,University of Navarra,Biotechnology,249,30.6,68.0,49.6,14.7,24.8,73.8,63.6,75.8,42.3,40.7
941,bakalavriat,İsrail Dövləti,Bar-Ilan University,Physics,671-680,7.8,6.1,7.5,48.1,46.4,2.7,50.1,22.9,4.2,-
942,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Bio Medical Sciences,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
943,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Biology,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
944,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Chemistry,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
945,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Mathematics,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
946,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Physics,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
947,bakalavriat,İsrail Dövləti,Hebrew University of Jerusalem,Physics-Chemistry,281,32.8,18.2,79.3,19.4,53.2,23.8,77.8,94.6,34.2,37.9
948,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Biochemical Engineering,,,,,,,,,,,
949,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Biology,,,,,,,,,,,
950,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Biomedical Engineering and Physics,,,,,,,,,,,
951,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Chemistry,,,,,,,,,,,
952,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Computer Science with focus on Bioinformatics,,,,,,,,,,,
953,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Mathematics Physics,,,,,,,,,,,
954,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Mathematics,,,,,,,,,,,
955,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Physics,,,,,,,,,,,
956,bakalavriat,İsveçrə Konfederasiyası,École Polytechnique Fédérale de Lausanne,Mathematics,26,84.2,67.2,91.2,93.6,100.0,100.0,81.7,27.2,86.7,83.5
957,bakalavriat,İsveçrə Konfederasiyası,École Polytechnique Fédérale de Lausanne,Physics,26,84.2,67.2,91.2,93.6,100.0,100.0,81.7,27.2,86.7,83.5
958,bakalavriat,İsveçrə Konfederasiyası,ETH Zurich,Biochemistry – Chemical Biology,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
959,bakalavriat,İsveçrə Konfederasiyası,ETH Zurich,Biology,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
960,bakalavriat,İsveçrə Konfederasiyası,ETH Zurich,Materials Science,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
961,bakalavriat,İsveçrə Konfederasiyası,ETH Zurich,Mathematics,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
962,bakalavriat,İsveçrə Konfederasiyası,ETH Zurich,Physics,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
963,bakalavriat,İsveçrə Konfederasiyası,University of Geneva,Chemistry,155,45.5,17.2,40.4,62.4,100.0,97.6,94.2,49.5,42.3,51.6
964,bakalavriat,İsveçrə Konfederasiyası,University of Geneva,Mathematics,155,45.5,17.2,40.4,62.4,100.0,97.6,94.2,49.5,42.3,51.6
965,bakalavriat,İsveçrə Konfederasiyası,University of Geneva,Physics,155,45.5,17.2,40.4,62.4,100.0,97.6,94.2,49.5,42.3,51.6
966,bakalavriat,İtaliya Respublikası,Scuola Normale Superiore di Pisa,Biology,,,,,,,,,,,
967,bakalavriat,İtaliya Respublikası,Scuola Normale Superiore di Pisa,Chemistry and Geology,,,,,,,,,,,
968,bakalavriat,İtaliya Respublikası,Scuola Normale Superiore di Pisa,Mathematics and İnformation Science,,,,,,,,,,,
969,bakalavriat,İtaliya Respublikası,Scuola Normale Superiore di Pisa,Physics,,,,,,,,,,,
970,bakalavriat,İtaliya Respublikası,University of Florence,Biomedical Engineering,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
971,bakalavriat,İtaliya Respublikası,University of Florence,Materials Science,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
972,bakalavriat,İtaliya Respublikası,University of Florence,Mathematics,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
973,bakalavriat,İtaliya Respublikası,University of Florence,Natural Sciences,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
974,bakalavriat,İtaliya Respublikası,University of Milan,Biological Sciences,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
975,bakalavriat,İtaliya Respublikası,University of Milan,Biotechnology,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
976,bakalavriat,İtaliya Respublikası,University of Milan,Chemistry,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
977,bakalavriat,İtaliya Respublikası,University of Milan,Geological Sciences,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
978,bakalavriat,İtaliya Respublikası,University of Milan,Industrial Chemistry,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
979,bakalavriat,İtaliya Respublikası,University of Milan,Mathematics,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
980,bakalavriat,İtaliya Respublikası,University of Milan,Pharmaceutical Chemistry and Technology,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
981,bakalavriat,İtaliya Respublikası,University of Milan,Physics,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
982,bakalavriat,İtaliya Respublikası,University of Pavia,Bioengineering,,,,,,,,,,,
983,bakalavriat,İtaliya Respublikası,University of Pavia,Biological sciences,,,,,,,,,,,
984,bakalavriat,İtaliya Respublikası,University of Pavia,Chemistry,,,,,,,,,,,
985,bakalavriat,İtaliya Respublikası,University of Pavia,Geological Sciences,,,,,,,,,,,
986,bakalavriat,İtaliya Respublikası,University of Pavia,Mathematics,,,,,,,,,,,
987,bakalavriat,İtaliya Respublikası,University of Pavia,Physics,,,,,,,,,,,
988,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Applied Chemistry,,,,,,,,,,,
989,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Biological Sciences,,,,,,,,,,,
990,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Biotechnology,,,,,,,,,,,
991,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Chemistry,,,,,,,,,,,
992,bakalavriat,İtaliya Respublikası,University of Rome II- Tor Vergata,Mathematics,,,,,,,,,,,
993,bakalavriat,Koreya Respublikası,Chung-Ang University,Advanced Materials Engineering,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
994,bakalavriat,Koreya Respublikası,Chung-Ang University,Biological Sciences,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
995,bakalavriat,Koreya Respublikası,Chung-Ang University,Bioresource and Bioscience,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
996,bakalavriat,Koreya Respublikası,Chung-Ang University,Chemistry,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
997,bakalavriat,Koreya Respublikası,Chung-Ang University,Mathematics,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
998,bakalavriat,Koreya Respublikası,Chung-Ang University,Physics,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
999,bakalavriat,Koreya Respublikası,Chung-Ang University,Systems Biotechnology,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
1000,bakalavriat,Koreya Respublikası,Kyung Hee University,Chemistry,328,23.2,37.1,82.1,15.1,14.3,53.4,54.5,13.8,80.5,33.8
1001,bakalavriat,Koreya Respublikası,Kyung Hee University,Geography,328,23.2,37.1,82.1,15.1,14.3,53.4,54.5,13.8,80.5,33.8
1002,bakalavriat,Koreya Respublikası,Kyung Hee University,Mathematics,328,23.2,37.1,82.1,15.1,14.3,53.4,54.5,13.8,80.5,33.8
1003,bakalavriat,Koreya Respublikası,Kyung Hee University,Physics,328,23.2,37.1,82.1,15.1,14.3,53.4,54.5,13.8,80.5,33.8
1004,bakalavriat,Koreya Respublikası,Sejong University,Aerospace System Engineering,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1005,bakalavriat,Koreya Respublikası,Sejong University,Chemistry,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1006,bakalavriat,Koreya Respublikası,Sejong University,Energy and Mineral Resources and Engineering,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1007,bakalavriat,Koreya Respublikası,Sejong University,"Environment, Energy and Geoinformatics",396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1008,bakalavriat,Koreya Respublikası,Sejong University,Integrative Bioscience and Biotechnology,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1009,bakalavriat,Koreya Respublikası,Sejong University,Nano Technology and Advanced,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
1010,bakalavriat,Koreya Respublikası,Seoul National University,Applied Life Chemistry,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
1011,bakalavriat,Koreya Respublikası,Seoul National University,Biological Sciences,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
1012,bakalavriat,Koreya Respublikası,Seoul National University,Geography,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
1013,bakalavriat,Koreya Respublikası,Seoul National University,Mathematical Sciences,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
1014,bakalavriat,Koreya Respublikası,Seoul National University,Physics and Astronomy,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
1015,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Advanced Materials Science and Engineering,,,,,,,,,,,
1016,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Biological Sciences,,,,,,,,,,,
1017,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Biomechatronic Engineering,,,,,,,,,,,
1018,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Chemistry,,,,,,,,,,,
1019,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Integrative Biotechnology,,,,,,,,,,,
1020,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Mathematics,,,,,,,,,,,
1021,bakalavriat,Koreya Respublikası,Sungkyunkwan University (SKKU),Physics,,,,,,,,,,,
1022,bakalavriat,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Biological Sciences,,,,,,,,,,,
1023,bakalavriat,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Biomedical Engineering,,,,,,,,,,,
1024,bakalavriat,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Chemistry,,,,,,,,,,,
1025,bakalavriat,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Mathematical Sciences,,,,,,,,,,,
1026,bakalavriat,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Physics,,,,,,,,,,,
1027,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Biochemistry,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1028,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Biology,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1029,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Chemical Technology,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1030,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Chemistry,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1031,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Genetics,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1032,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Geology,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1033,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Materials Science,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1034,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Mathematics,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1035,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Microbiology,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1036,bakalavriat,Malayziya,Universiti Kebangsaan Malaysia,Physics,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
1037,bakalavriat,Malayziya,Universiti Sains Malaysia,Applied Science in Mathematics and Economics,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1038,bakalavriat,Malayziya,Universiti Sains Malaysia,Biology,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1039,bakalavriat,Malayziya,Universiti Sains Malaysia,Bioresource Technology,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1040,bakalavriat,Malayziya,Universiti Sains Malaysia,Chemistry,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1041,bakalavriat,Malayziya,Universiti Sains Malaysia,Mathematic,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1042,bakalavriat,Malayziya,Universiti Sains Malaysia,Physics,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
1043,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Biology,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1044,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Biomedical Engineering,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1045,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Biotechnology,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1046,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Chemistry,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1047,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Industrial Chemistry,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1048,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Industrial Mathematics,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1049,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Industrial Physics,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1050,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Mathematics,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1051,bakalavriat,Malayziya,Universiti Teknologi Malaysia,Physics,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
1052,bakalavriat,Malayziya,Universiti Teknologi Petronas,Applied Chemistry,269,19.5,28.1,38.5,79.0,83.9,20.1,63.9,4.1,18.4,38.6
1053,bakalavriat,Malayziya,Universiti Teknologi Petronas,Petroleum Geoscience,269,19.5,28.1,38.5,79.0,83.9,20.1,63.9,4.1,18.4,38.6
1054,bakalavriat,Malayziya,University of Malaya,Biomedical Engineering,,,,,,,,,,,
1055,bakalavriat,Malayziya,University of Malaya,Biomedical Science,,,,,,,,,,,
1056,bakalavriat,Malayziya,University of Malaya,Chemistry,,,,,,,,,,,
1057,bakalavriat,Malayziya,University of Malaya,Science in Biotechnology,,,,,,,,,,,
